1.087901922128797771e-01 6.873299575433368114e-01
1.351138466348023037e-01 9.821837835312593468e-01
6.898153813981446891e-01 8.017094486766133121e-01
9.915765399894674870e-01 9.145418890360079711e-01
9.164300881170097668e-01 6.320880578508769609e-02
1.833576944185094648e-01 5.740961293045756531e-01
8.674388047304020244e-01 4.093860156372605141e-01
6.571587640621321391e-01 1.066624007059212564e-01
5.970954911577376345e-01 7.485720236876725053e-02
2.160510781043039064e-01 4.066784193847334805e-01
8.277362308267354196e-01 5.012651287473623984e-01
2.102596352068332175e-01 6.757948412190979415e-01
6.042472204914272060e-01 9.998234909793519698e-01
6.633542863220805996e-01 8.708194127432177245e-01
7.271311469296617425e-01 2.817088517048068619e-01
9.159634677696928406e-01 3.104266170199049268e-01
3.640483335025876954e-01 3.771320766590168239e-01
5.569335611825522170e-01 1.633904905203857894e-01
7.942308378726036233e-01 5.075522492284472165e-01
5.453699152114526161e-01 8.320087264385839232e-01
8.275460821195776973e-01 3.254652406719156232e-01
5.976991089479299912e-01 8.569764429866333355e-01
3.050142224033147720e-01 9.690198536639601512e-01
9.526755286939880829e-02 4.453859633566852327e-01
2.820671411590267574e-01 2.312663706322035662e-01
1.570460342403094955e-01 3.730536319331358985e-01
1.088784844738959201e-01 7.167673010548438750e-01
1.212159394671240564e-01 7.547262189948814592e-01
3.541598109524659588e-01 2.088240866815197494e-01
6.724847910183164856e-01 9.709945883719565130e-01
1.460000481047510901e-01 6.100094266017442868e-01
3.687807890679103417e-01 7.815963006851265327e-01
5.510317398624509089e-02 2.800973473792082169e-01
4.745298095977030783e-01 1.931613979080104571e-01
1.264625986134323421e-01 9.389929601559657835e-01
9.391409894327629182e-03 7.150469358976985212e-02
6.339952023528289127e-01 5.604400836418654830e-01
5.592991500220345635e-01 5.120776161808971993e-01
3.532320578684482459e-01 2.618149126949986805e-02
1.442762583241208318e-01 6.339215076882305233e-01
5.907050158738813561e-01 5.051467384150133411e-01
3.963348510753144094e-01 9.613593388898448167e-01
9.303034162788178518e-01 2.915259302612914771e-01
9.102863771138713922e-01 1.666217166360062230e-01
7.432352966861931476e-01 1.955443204506626120e-01
